machine_type,operating_hours,temperature_c,vibration_mm_s,pressure_bar,days_since_maintenance,shift,environment,error_count_30d,energy_kw,failure_next_7_days
A,6216,69.63,2.56,5.24,25,manana,,4,59.26,0
B,4758,69.98,4.09,5.58,119,noche,humedo,1,49.76,0
B,5938,62.95,4.78,5.93,144,manana,seco,2,33.66,1
A,1500,67.84,3.92,6.99,12,noche,humedo,2,36.66,0
A,3292,77.4,3.73,7.65,52,tarde,seco,0,42.96,0
B,3856,57.89,5.14,6.61,80,tarde,seco,3,46.36,0
A,5390,82.79,2.77,7.26,123,noche,seco,4,47.23,0
A,7220,77.75,5.01,,134,manana,humedo,4,48.25,1
A,5610,63.68,5.47,5.74,22,manana,seco,1,50.04,0
B,11465,70.61,5.12,5.92,93,tarde,humedo,4,42.54,0
A,5682,67.33,,6.16,171,noche,humedo,2,44.19,0
A,8397,77.95,,5.39,193,tarde,humedo,2,51.98,0
C,7037,75.83,5.23,6.32,241,tarde,humedo,2,59.45,0
A,6029,81.74,4.15,6.13,76,manana,seco,1,41.77,0
B,4656,70.25,4.43,6.27,80,tarde,polvoriento,1,58.37,0
B,6010,73.36,4.38,5.95,172,tarde,seco,0,52.21,0
C,5760,56.24,3.72,6.21,56,noche,polvoriento,3,42.67,0
A,4314,75.93,2.52,6.3,146,tarde,seco,1,38.68,0
C,6322,79.03,3.2,6.46,118,noche,seco,3,63.88,0
C,2499,72.7,4.23,6.6,143,manana,humedo,0,54.28,0
A,2640,64.65,3.45,,107,noche,seco,1,39.96,0
B,7040,68.8,4.64,5.77,107,manana,polvoriento,1,36.25,0
A,4869,66.8,2.52,6.54,100,manana,polvoriento,1,55.23,0
B,3803,55.57,2.45,4.72,62,tarde,,1,53.24,0
C,2788,54.43,5.32,5.83,64,tarde,seco,1,50.04,0
B,5839,61.82,,5.21,76,manana,seco,6,41.66,0
B,6128,73.66,3.71,6.93,165,manana,seco,2,38.3,0
A,4855,74.69,4.53,5.03,77,tarde,humedo,1,51.28,0
B,3218,70.0,4.29,6.62,20,manana,seco,2,40.74,0
A,5502,74.27,3.71,6.67,141,tarde,humedo,1,40.93,0
C,6484,70.1,4.02,6.78,3,manana,seco,2,46.79,0
A,8082,59.54,4.96,6.84,44,manana,,0,44.19,1
C,3806,73.71,3.76,6.47,17,manana,polvoriento,3,52.43,0
B,2985,76.69,3.5,7.01,61,tarde,humedo,3,59.03,0
B,3538,74.14,2.23,6.09,89,tarde,polvoriento,2,57.81,0
A,3335,58.5,3.86,6.21,15,tarde,seco,3,37.94,0
C,3047,72.49,2.62,6.01,92,noche,seco,1,40.65,0
C,4729,84.64,4.99,6.26,35,noche,humedo,8,58.93,0
A,5728,61.86,5.23,5.54,37,tarde,polvoriento,2,47.9,1
B,1344,54.68,2.53,5.31,97,manana,seco,3,48.18,0
A,3935,57.55,4.72,7.48,262,tarde,polvoriento,1,43.9,0
B,7545,68.84,5.02,6.05,45,tarde,seco,1,49.81,0
B,4204,76.0,4.31,6.1,108,manana,polvoriento,2,47.28,1
B,2001,81.96,3.01,6.67,75,noche,seco,1,40.67,0
C,5589,64.78,4.15,5.7,56,manana,seco,1,47.16,0
A,4986,72.56,3.03,8.14,40,noche,seco,3,35.04,0
A,4597,84.28,3.66,6.83,98,manana,seco,3,33.75,0
B,3269,57.05,4.18,5.49,38,tarde,humedo,2,50.62,0
B,5310,84.93,4.32,5.94,69,tarde,seco,1,58.14,0
B,3067,79.69,3.49,,69,tarde,seco,4,33.93,0
B,2254,64.96,2.48,4.88,59,tarde,humedo,1,36.26,0
C,6318,64.84,4.5,7.02,60,manana,seco,1,60.89,0
A,5601,67.53,2.29,6.7,71,noche,seco,3,39.97,0
A,4149,81.43,3.71,7.03,129,noche,seco,1,54.43,0
C,6380,84.59,4.87,6.66,43,manana,seco,1,42.13,0
B,3437,86.92,2.48,5.53,76,tarde,humedo,2,50.18,0
B,5550,71.75,5.56,6.4,51,manana,humedo,4,31.02,0
C,6151,61.83,3.4,5.65,189,noche,polvoriento,2,47.42,1
A,5829,63.52,4.18,5.73,64,tarde,seco,1,47.37,0
A,8507,79.89,,6.95,78,tarde,polvoriento,4,40.14,0
C,200,83.68,5.08,6.59,89,manana,seco,1,51.66,0
C,9743,64.99,3.62,5.83,38,tarde,seco,1,57.65,0
A,4875,61.34,4.67,6.57,75,tarde,humedo,2,45.86,0
A,2646,78.51,2.46,5.56,69,manana,humedo,3,43.57,0
C,4333,78.46,3.82,7.5,116,manana,seco,2,41.5,0
C,5773,69.19,2.53,6.62,33,tarde,humedo,4,55.27,0
B,7137,67.05,4.62,6.05,27,tarde,seco,2,38.84,0
C,10171,61.92,5.51,5.61,92,manana,seco,1,64.04,0
B,5928,67.22,3.72,6.27,29,noche,humedo,1,38.85,0
A,8519,59.14,3.84,6.69,62,noche,seco,1,52.97,0
B,3920,79.1,1.67,6.63,157,manana,humedo,1,41.51,0
A,6957,56.72,3.89,5.39,16,noche,seco,4,44.52,0
B,7199,65.38,4.87,6.69,56,manana,seco,1,47.77,0
A,5060,68.46,4.1,7.52,46,manana,,2,45.67,0
C,6278,72.45,4.06,5.71,17,noche,seco,1,54.88,0
A,3698,54.94,3.01,5.8,116,manana,polvoriento,2,49.86,0
A,3394,64.22,4.11,6.76,126,tarde,humedo,0,33.23,0
C,5364,80.78,4.18,6.94,141,manana,humedo,1,60.97,1
A,9549,61.97,2.67,,53,manana,humedo,3,40.95,0
B,4227,70.52,1.77,4.87,140,manana,humedo,1,43.42,0
A,5172,60.97,3.15,6.44,100,tarde,polvoriento,4,34.66,1
B,5476,63.24,4.71,5.63,90,manana,seco,1,52.84,0
B,4912,67.13,6.57,5.62,130,manana,seco,1,35.75,0
B,4409,77.69,4.54,6.21,57,noche,seco,0,37.58,0
A,3627,76.75,5.96,6.31,93,manana,seco,1,45.84,0
B,7276,67.15,5.31,7.3,133,tarde,seco,3,45.72,0
A,4992,73.28,4.99,6.22,130,manana,seco,1,46.14,0
C,3209,70.93,4.33,7.58,81,noche,humedo,2,47.81,0
C,2498,79.44,4.67,6.01,48,manana,humedo,1,43.84,0
C,960,76.99,4.47,7.32,126,tarde,seco,0,44.14,0
A,7391,82.94,5.56,7.44,62,manana,seco,2,37.14,0
A,2501,64.98,4.6,7.37,31,manana,seco,3,53.04,0
A,4027,72.94,2.85,4.89,93,manana,seco,4,52.32,0
A,5079,76.58,4.29,5.96,37,noche,seco,1,47.87,0
A,4841,79.98,3.92,,104,manana,seco,1,48.37,0
A,8414,58.69,3.88,,49,tarde,seco,3,45.12,0
C,4868,61.8,3.15,6.22,182,manana,polvoriento,1,47.64,0
A,5183,57.5,6.01,6.48,31,tarde,polvoriento,1,51.45,1
A,7669,71.3,4.07,6.61,94,noche,humedo,4,48.46,0
A,7124,67.38,4.61,6.04,112,manana,humedo,1,51.23,0
A,4189,63.96,3.46,6.42,138,tarde,seco,4,51.58,0
A,9090,67.27,2.39,5.91,152,noche,seco,5,48.09,0
C,7132,75.02,4.43,6.26,160,manana,polvoriento,0,58.71,0
A,6015,82.47,4.06,7.34,87,tarde,humedo,1,51.14,0
C,5081,73.65,4.38,6.55,90,noche,polvoriento,2,41.17,0
A,4599,64.33,3.1,5.92,98,noche,seco,2,51.46,0
B,6364,74.24,2.85,7.82,87,noche,seco,5,41.06,0
A,6242,58.56,4.88,6.75,24,manana,seco,0,52.53,0
A,4992,62.83,3.35,6.28,83,manana,humedo,1,42.04,0
A,6540,67.41,5.04,7.06,69,tarde,seco,2,43.69,1
C,10255,73.89,6.02,6.53,47,noche,seco,0,49.75,0
B,2495,63.11,2.98,4.78,130,manana,,1,45.45,0
A,8069,56.79,4.46,6.03,72,manana,humedo,5,51.02,0
A,9728,53.2,5.73,5.73,26,noche,seco,3,47.76,0
A,7448,62.4,5.27,7.01,61,noche,seco,1,60.4,0
B,2613,72.48,1.92,5.09,87,tarde,humedo,2,42.34,0
A,5719,61.96,3.46,5.93,77,tarde,seco,4,39.16,0
A,5043,58.75,5.45,6.57,151,noche,seco,1,48.12,0
C,200,77.0,2.5,6.01,28,tarde,humedo,2,53.81,0
A,6139,71.04,3.92,7.15,207,tarde,humedo,1,48.63,0
B,7223,59.57,3.93,5.52,122,tarde,polvoriento,3,64.52,0
A,3125,67.86,4.71,5.96,181,noche,seco,1,47.05,0
B,2782,59.98,3.82,7.12,35,tarde,polvoriento,2,56.8,0
B,6547,58.22,2.32,6.7,123,manana,humedo,0,35.51,0
C,5894,58.15,4.19,6.43,76,noche,,2,47.87,0
B,7321,72.12,5.41,7.43,140,tarde,seco,3,42.95,0
A,5159,63.64,3.79,6.78,77,noche,seco,2,42.92,0
B,4053,53.84,3.45,7.62,60,noche,seco,3,35.14,0
A,9370,76.58,4.57,6.58,71,manana,seco,3,44.25,0
A,6682,75.12,4.75,6.35,96,tarde,seco,0,41.69,0
A,8198,64.73,4.84,6.31,42,noche,humedo,0,43.37,0
A,2130,72.12,3.32,6.69,42,manana,humedo,2,37.84,0
A,3371,68.56,4.05,5.41,72,noche,polvoriento,3,51.64,0
A,7520,68.97,3.51,6.78,159,tarde,humedo,3,37.55,0
A,4246,75.58,2.57,6.32,146,tarde,seco,1,39.31,0
A,5876,71.15,2.82,6.08,197,noche,seco,1,40.67,1
A,200,58.53,1.92,7.69,53,tarde,seco,1,38.99,0
A,4162,72.81,3.06,7.18,164,manana,humedo,2,45.17,0
A,4560,62.29,3.08,6.0,61,tarde,humedo,3,53.26,0
C,5445,91.24,2.66,7.52,41,manana,seco,2,41.16,0
B,1229,61.19,2.65,7.39,49,noche,seco,4,31.24,0
A,9463,65.65,4.29,6.3,132,manana,seco,0,46.79,0
C,6372,64.21,4.99,5.35,25,tarde,humedo,3,52.37,0
A,6896,74.82,4.26,5.99,48,tarde,,2,54.67,0
A,2193,61.09,3.12,5.99,80,tarde,humedo,3,41.47,0
C,8722,98.69,5.33,5.48,145,manana,humedo,1,49.88,0
B,5880,69.04,2.09,6.41,60,manana,polvoriento,3,46.43,0
B,6403,81.91,3.93,6.57,68,manana,humedo,4,36.41,0
A,5413,51.61,3.84,5.83,128,tarde,seco,5,48.61,0
A,2975,73.18,5.14,5.9,119,manana,humedo,2,46.63,0
A,4299,74.88,4.3,7.17,75,noche,humedo,5,39.41,0
A,6744,65.44,3.6,5.51,41,tarde,seco,3,37.93,0
B,1980,62.7,3.39,5.94,110,tarde,polvoriento,3,40.72,0
A,5036,68.28,3.63,5.93,87,noche,seco,3,51.93,0
B,2083,78.31,2.63,5.59,44,tarde,seco,3,35.52,0
B,4831,67.14,4.52,4.64,32,noche,seco,3,44.03,0
C,10360,63.7,4.43,6.49,48,tarde,polvoriento,2,43.93,0
C,3636,73.36,3.21,5.89,106,tarde,seco,0,55.12,0
C,4886,72.14,3.41,7.03,104,noche,polvoriento,1,53.0,0
B,7174,69.69,2.2,6.35,66,tarde,seco,2,40.31,0
A,2463,81.66,3.05,6.59,61,manana,seco,2,44.59,0
C,2600,60.36,3.93,7.33,22,tarde,humedo,1,50.66,0
A,5513,63.38,3.05,5.74,176,tarde,seco,1,38.52,0
B,9062,73.88,2.9,6.49,73,tarde,seco,3,41.43,0
B,3763,82.42,4.6,6.07,114,tarde,seco,1,50.8,0
A,8031,72.37,3.87,6.81,75,noche,polvoriento,2,43.98,0
A,3948,69.8,4.62,6.35,144,noche,seco,3,46.94,0
C,625,81.5,4.45,5.42,62,manana,seco,2,48.55,0
B,4960,68.78,4.82,,85,manana,seco,3,53.69,0
A,4638,61.36,3.92,6.26,88,tarde,seco,1,45.06,0
A,5470,64.04,3.54,7.92,192,noche,seco,4,43.88,0
C,4895,72.83,4.65,6.21,69,manana,humedo,3,51.57,0
A,11185,59.34,3.99,7.08,128,noche,seco,5,44.73,1
B,1126,64.82,3.65,7.5,81,tarde,seco,3,41.24,0
C,4487,82.59,3.54,6.44,52,tarde,polvoriento,4,67.66,0
A,4634,61.73,3.55,6.2,46,manana,seco,2,48.89,0
A,2578,68.07,4.19,7.57,14,manana,seco,0,40.39,0
A,6915,74.64,2.62,6.31,55,noche,humedo,1,57.6,1
B,237,63.11,5.0,5.95,179,tarde,seco,1,54.93,0
C,1445,70.58,2.94,6.99,98,noche,seco,0,59.11,0
A,6653,61.37,4.04,6.59,47,tarde,seco,0,54.79,0
B,4721,63.16,2.02,5.22,16,manana,seco,4,52.89,0
A,4126,78.94,2.86,6.93,137,manana,seco,1,38.4,0
A,2506,68.19,4.18,7.58,15,manana,seco,0,40.46,0
A,5719,57.97,3.62,7.53,48,tarde,seco,3,44.44,0
A,7079,66.51,4.31,5.67,238,manana,polvoriento,4,47.11,0
B,5247,92.02,2.82,7.0,56,noche,humedo,6,38.62,0
B,9479,56.12,,6.83,53,noche,seco,4,51.3,0
C,2453,67.9,2.54,6.82,8,tarde,seco,4,52.04,0
B,6532,66.35,3.24,4.91,29,manana,polvoriento,1,44.42,1
B,6769,75.77,6.95,5.94,23,tarde,humedo,3,41.52,0
C,6934,75.68,1.71,4.82,90,tarde,humedo,2,55.92,0
B,1523,69.58,1.81,6.27,38,manana,humedo,0,42.33,0
B,6889,69.11,3.61,7.4,53,noche,seco,13,46.06,0
A,8343,71.82,3.69,7.08,85,tarde,humedo,7,44.79,0
B,4574,84.31,4.24,6.38,52,tarde,seco,3,44.02,0
A,7936,63.57,5.62,6.87,71,manana,seco,0,40.28,0
A,4756,66.67,4.35,7.21,86,manana,seco,1,48.56,0
B,5007,69.34,5.34,5.44,91,tarde,humedo,2,44.5,0
A,5681,70.2,2.31,6.39,121,tarde,seco,2,47.22,0
C,8011,74.05,4.27,7.13,53,noche,seco,2,45.49,0
C,6646,73.53,3.76,6.08,98,noche,humedo,3,52.7,1
B,5143,75.95,1.45,6.03,51,manana,polvoriento,2,28.51,0
B,5078,70.9,3.74,5.34,46,tarde,seco,2,42.37,0
C,5000,68.63,4.68,,108,noche,seco,1,49.2,0
C,6674,69.27,3.83,6.34,144,tarde,humedo,3,48.94,1
B,5306,73.65,2.88,6.07,35,tarde,polvoriento,1,30.18,0
A,4785,62.8,2.31,5.99,100,manana,seco,1,44.37,0
A,4700,73.73,4.4,,52,manana,humedo,1,49.71,0
C,8043,74.26,4.26,7.11,54,noche,seco,2,45.45,0
B,4455,50.62,4.78,6.55,100,noche,polvoriento,3,32.55,1
A,3614,76.84,5.97,6.37,96,manana,seco,1,45.79,0
C,9461,79.22,3.89,6.1,23,tarde,polvoriento,3,57.72,0
B,9013,66.72,2.49,6.95,29,noche,polvoriento,2,42.03,0
C,5647,63.17,5.99,5.09,70,manana,seco,3,55.11,0
B,3576,70.73,3.42,6.48,91,tarde,seco,3,48.43,0
A,2484,70.83,3.59,6.15,60,tarde,seco,3,31.96,0
A,10199,70.32,2.92,6.29,103,tarde,seco,2,33.59,0
B,7429,68.43,2.07,5.68,82,noche,polvoriento,4,47.8,0
A,4420,53.34,4.52,5.92,34,tarde,humedo,2,31.75,0
C,3299,69.89,5.41,7.28,36,noche,humedo,3,45.32,1
A,7172,71.89,5.29,7.15,93,tarde,seco,2,49.82,0
C,5130,87.04,5.23,6.43,49,tarde,seco,5,51.34,0
B,5300,85.08,4.33,5.94,68,tarde,seco,1,58.23,0
B,7655,78.58,4.94,6.75,106,tarde,humedo,1,41.84,0
C,5884,59.98,5.15,6.41,129,manana,polvoriento,5,44.21,0
A,2899,67.31,3.45,7.09,93,tarde,polvoriento,2,45.38,0
A,4795,72.49,3.6,7.49,31,noche,polvoriento,2,45.96,0
C,3080,72.51,2.61,6.03,92,noche,seco,1,40.59,0
C,2859,71.68,3.13,6.12,97,noche,seco,2,50.51,0
B,6760,52.94,4.83,5.79,133,tarde,humedo,1,41.59,0
B,3764,71.1,1.72,6.36,60,manana,polvoriento,6,32.45,0
A,9452,61.06,4.04,6.66,62,manana,seco,2,51.59,0
B,5016,69.47,5.37,5.41,92,tarde,humedo,2,44.2,0
A,9615,65.25,4.31,6.3,132,manana,seco,0,47.02,0
A,5820,74.24,5.46,7.05,55,tarde,seco,5,42.0,1
B,7397,80.8,2.88,6.71,111,tarde,humedo,4,57.04,0
B,4161,77.65,2.07,5.89,86,tarde,humedo,3,47.93,0
A,3177,66.87,,6.49,28,manana,seco,3,46.8,0
B,5929,69.62,3.33,6.62,56,tarde,seco,0,53.45,0
B,1984,62.78,3.34,5.96,111,tarde,polvoriento,3,40.91,0
A,6812,79.54,3.16,6.73,73,manana,seco,4,44.61,0
B,6374,67.78,3.6,6.72,44,tarde,seco,5,44.66,0
C,4845,73.39,4.65,6.26,65,manana,humedo,3,51.62,0
B,4107,77.26,5.33,6.49,62,manana,seco,0,49.2,0
C,5312,71.92,4.52,6.57,82,manana,seco,2,50.79,0
B,3827,76.2,4.8,6.74,45,manana,humedo,2,46.41,0
C,1651,79.84,3.49,6.5,43,manana,seco,0,50.95,0
A,3734,73.32,6.25,4.65,32,noche,seco,1,59.07,0
A,2915,63.98,4.12,5.89,45,noche,seco,3,36.48,0
C,9068,72.84,5.91,6.47,59,tarde,seco,1,51.62,0
A,3452,68.82,2.98,6.29,81,tarde,seco,1,38.85,0
B,2748,59.79,4.55,6.47,157,noche,seco,1,36.36,0
A,3916,66.25,2.9,,96,tarde,humedo,3,57.65,0
A,7057,73.54,2.56,7.21,69,manana,polvoriento,2,54.26,0
B,5629,60.39,3.63,6.51,159,manana,seco,1,42.87,0
A,2642,62.02,2.36,5.96,111,tarde,polvoriento,3,43.78,1
A,8989,67.62,2.4,5.91,150,noche,seco,5,48.26,0
B,2687,60.11,3.56,5.69,152,manana,seco,1,38.56,0
C,5954,82.53,4.77,,91,tarde,humedo,4,51.0,1
C,2382,59.54,3.95,7.32,24,tarde,humedo,1,50.82,0
C,3238,76.44,2.96,6.75,95,tarde,humedo,2,52.31,0
A,2767,70.07,3.67,6.52,62,manana,seco,1,34.78,0
A,3453,61.03,2.35,7.01,52,tarde,polvoriento,2,38.86,0
A,4417,53.17,4.57,5.92,33,tarde,humedo,2,32.19,0
B,6344,86.28,2.09,7.08,65,noche,polvoriento,3,45.51,0
B,6236,74.26,,6.45,167,manana,seco,4,64.32,0
C,990,76.97,4.49,7.33,126,tarde,seco,0,44.53,0
A,7921,74.66,2.17,6.63,66,tarde,seco,2,41.73,0
A,8841,65.12,2.96,7.08,50,manana,seco,2,39.91,0
A,7666,65.05,3.1,5.93,22,tarde,seco,2,36.39,0
C,6756,60.94,5.14,7.58,114,tarde,humedo,4,54.78,0
A,6291,78.16,5.3,6.29,176,manana,humedo,2,43.72,0
B,6940,62.72,1.23,7.09,132,manana,seco,3,30.95,0
A,3697,75.34,3.11,6.23,72,manana,seco,2,49.83,0
B,9371,64.07,4.27,5.82,100,tarde,seco,2,48.25,0
A,5735,68.48,2.96,7.43,83,manana,humedo,3,46.0,0
A,3895,81.8,2.35,6.53,81,manana,seco,1,48.42,0
A,706,76.79,3.22,5.79,114,manana,seco,4,35.1,0
B,8439,77.66,3.65,7.32,23,tarde,polvoriento,5,38.91,0
A,5397,74.73,4.63,5.63,139,manana,humedo,4,46.93,0
A,5262,52.67,4.82,6.65,117,tarde,seco,3,49.35,0
C,6994,65.82,3.54,5.91,105,noche,humedo,2,55.98,0
A,3825,68.17,4.89,6.07,35,manana,humedo,2,55.02,0
A,5016,61.7,3.04,6.35,90,manana,humedo,2,42.38,0
C,3315,69.83,5.44,7.26,35,noche,humedo,3,45.31,1
A,9266,76.61,4.57,6.57,74,manana,seco,3,43.63,0
B,7610,56.45,2.16,7.15,8,tarde,seco,3,37.67,0
C,5809,59.95,5.18,6.44,128,manana,polvoriento,5,43.85,0
B,3606,74.51,4.59,5.67,123,manana,seco,0,51.84,0
B,5973,59.94,4.63,5.83,162,noche,polvoriento,1,51.7,0
B,3005,67.16,3.52,6.33,143,manana,seco,3,50.61,0
B,6584,58.25,2.31,6.69,124,manana,humedo,0,35.87,0
A,8924,72.89,4.7,6.66,81,manana,seco,5,44.05,0
B,6226,69.38,5.04,5.89,177,tarde,seco,2,40.33,1
B,5088,73.01,5.26,6.65,64,tarde,polvoriento,2,50.77,0
C,3452,83.74,4.92,,95,noche,polvoriento,2,62.12,0
A,1013,77.26,2.83,7.23,186,manana,seco,3,32.8,0
B,5714,59.31,3.73,5.41,47,tarde,seco,1,45.37,0
C,9087,75.28,4.04,7.37,69,noche,seco,0,60.94,0
B,5322,75.31,3.56,,51,tarde,polvoriento,3,45.5,0
B,7359,71.07,4.86,5.84,123,tarde,polvoriento,3,50.24,0
C,6418,74.04,4.14,6.37,14,noche,seco,0,50.35,0
A,5813,84.32,4.66,7.1,112,noche,seco,1,38.08,0
A,8131,62.23,,6.16,109,noche,seco,3,48.35,0
B,5430,66.1,4.52,6.44,124,noche,humedo,1,42.35,0
A,5436,68.71,4.47,6.77,52,tarde,humedo,3,38.06,0
A,2603,64.89,3.44,,107,noche,seco,1,39.94,0
C,7091,90.12,5.75,7.51,90,manana,seco,2,62.09,0
B,7296,65.85,4.97,6.67,57,manana,seco,1,47.54,0
B,3536,74.32,4.59,5.66,126,manana,seco,0,51.55,0
A,4014,66.31,4.34,7.29,48,noche,seco,4,42.32,1
C,2112,74.43,2.14,6.13,70,noche,seco,3,51.96,0
B,6740,68.14,4.29,5.73,49,noche,seco,0,49.37,0
A,5359,71.5,4.2,6.63,69,manana,humedo,1,48.07,1
B,4754,81.88,5.15,6.37,75,manana,seco,1,35.14,0
B,7115,62.99,1.7,6.5,43,tarde,seco,2,49.52,0
B,4779,86.49,4.13,6.59,80,noche,polvoriento,0,41.89,0
B,7102,71.04,3.06,6.68,46,tarde,humedo,0,45.74,0
B,3331,68.71,3.27,6.6,129,manana,polvoriento,3,45.02,0
B,5518,60.5,4.33,5.98,90,noche,seco,3,53.5,0
A,3611,69.39,2.5,5.33,97,tarde,seco,3,46.71,0
A,3720,64.53,3.26,7.45,63,tarde,seco,0,42.95,0
A,9140,75.79,5.13,6.16,80,manana,,5,37.86,0
A,8052,59.86,4.97,6.86,42,manana,,0,44.71,1
B,4829,67.46,4.47,4.71,32,noche,seco,3,43.58,0
A,6893,63.37,3.08,5.49,60,noche,seco,1,50.11,0
A,6747,79.4,3.1,6.74,75,manana,seco,4,44.81,0
C,6187,86.3,4.57,6.74,69,manana,seco,3,42.67,1
B,7285,69.37,4.72,6.21,62,noche,humedo,2,46.27,0
C,4392,62.01,3.84,5.41,159,tarde,seco,2,50.93,1
B,2392,62.17,2.96,4.78,129,manana,,1,46.02,0
A,4204,64.05,3.54,6.38,138,tarde,seco,4,51.54,0
A,2631,72.9,4.67,6.7,79,manana,seco,5,40.91,0
B,6442,68.16,3.25,6.0,68,tarde,polvoriento,3,45.33,0
C,5133,68.01,3.04,5.8,54,noche,humedo,2,62.04,0
B,6800,77.14,3.56,6.55,121,manana,seco,1,50.95,0
A,4582,61.51,3.91,6.29,84,tarde,seco,1,45.17,0
A,8505,52.89,4.68,6.46,150,tarde,seco,1,40.6,0
A,4144,79.47,4.2,6.1,157,manana,polvoriento,2,40.87,0
A,5112,57.8,5.23,6.36,154,tarde,humedo,0,46.76,0
C,737,77.2,3.12,6.17,88,noche,humedo,1,42.23,0
A,7259,78.63,4.89,7.05,87,noche,seco,2,52.4,0
B,9855,54.18,3.68,5.74,95,tarde,seco,3,43.41,0
B,4500,51.27,4.81,6.55,99,noche,polvoriento,3,32.4,1
A,4681,74.12,4.41,,51,manana,humedo,1,49.95,0
A,8480,55.69,2.41,6.01,46,noche,seco,6,39.26,0
A,3900,69.6,4.55,5.78,71,manana,polvoriento,0,47.05,1
A,5207,68.68,2.44,6.44,74,manana,polvoriento,1,45.83,0
A,277,50.94,3.09,6.29,113,tarde,seco,1,39.42,0
B,5326,91.89,2.95,5.29,53,tarde,,1,47.26,0
B,3732,67.86,2.85,6.74,102,manana,seco,4,56.13,0
B,7704,60.95,3.53,7.15,39,noche,seco,1,40.98,0
C,8710,67.58,4.05,6.49,20,manana,seco,2,49.39,0
B,4124,68.7,2.69,5.91,100,tarde,seco,2,41.2,0
B,4127,77.49,3.39,6.77,30,tarde,humedo,2,38.01,0
B,6060,63.59,4.78,5.96,141,manana,seco,2,33.3,1
A,9325,78.23,3.37,6.25,47,manana,humedo,1,49.15,0
B,8097,66.37,4.22,6.83,181,noche,seco,4,44.79,0
B,8614,68.53,4.43,5.92,75,tarde,humedo,4,32.23,0
A,4244,65.59,5.58,6.66,160,manana,polvoriento,2,56.2,0
A,6170,72.61,4.17,7.03,108,tarde,polvoriento,1,46.06,1
A,6226,58.88,4.86,6.82,23,manana,seco,0,52.83,0
A,6349,77.72,5.32,6.3,177,manana,humedo,2,43.94,0
B,9100,64.52,2.83,6.26,142,tarde,polvoriento,1,41.46,0
C,4209,69.22,4.04,6.32,108,tarde,seco,0,47.4,0
C,9474,80.54,4.97,6.87,77,noche,humedo,2,61.65,0
A,7781,62.07,2.97,6.75,64,noche,humedo,4,50.5,0
A,3644,64.4,3.81,6.83,92,noche,humedo,5,41.45,0
B,7320,69.22,4.41,6.81,139,tarde,humedo,5,45.5,1
B,7660,75.9,3.35,5.07,108,manana,polvoriento,5,42.55,0
B,3221,58.43,4.63,4.34,22,noche,seco,2,50.9,0
A,4876,62.68,2.44,6.78,33,noche,polvoriento,2,38.79,0
B,4271,75.46,4.25,6.09,108,manana,polvoriento,2,47.36,1
B,4145,63.61,2.65,7.16,131,tarde,seco,1,48.52,0
B,5161,66.99,3.65,7.16,73,tarde,humedo,1,44.05,0
A,6705,69.62,6.73,6.19,32,tarde,seco,0,45.12,0
A,4491,61.95,3.35,6.61,119,noche,polvoriento,4,54.45,0
C,200,78.45,2.15,6.53,118,noche,seco,1,51.19,0
A,5508,67.37,2.89,6.75,36,manana,seco,1,49.49,0
A,3307,76.43,2.71,6.72,9,tarde,seco,2,34.59,0
C,8008,71.35,3.88,7.1,82,noche,seco,3,58.0,0
B,5096,53.49,4.35,7.07,183,noche,seco,5,50.15,0
B,4665,71.27,1.86,6.42,120,noche,polvoriento,2,52.24,0
C,1365,73.92,3.87,6.31,94,manana,seco,2,51.41,0
A,6289,66.61,2.65,6.3,186,noche,seco,6,41.43,0
B,5335,73.5,2.54,6.09,142,noche,seco,3,48.19,0
A,5953,73.03,4.46,5.54,100,tarde,seco,4,42.14,0
C,5417,71.42,4.98,6.39,94,manana,humedo,0,41.63,0
B,7994,67.2,4.78,5.59,114,noche,seco,6,33.53,1
C,3568,64.59,5.42,6.8,45,manana,humedo,2,47.94,0
B,8022,69.16,3.36,5.72,108,tarde,seco,3,48.7,0
B,4596,70.44,4.46,6.27,78,tarde,polvoriento,1,58.32,0
A,5773,69.13,5.07,6.38,107,noche,polvoriento,3,35.8,1
A,7446,68.7,3.55,6.79,160,tarde,humedo,3,37.64,0
B,3687,65.08,3.14,5.83,156,manana,polvoriento,2,30.58,0
B,1065,77.7,3.04,5.61,52,noche,seco,3,35.58,0
B,5858,85.25,4.5,,86,manana,seco,4,46.95,0
C,4242,66.81,4.32,6.49,37,tarde,seco,2,55.43,1
A,6486,82.86,1.71,5.78,56,tarde,humedo,1,45.55,0
C,6828,78.2,3.97,6.53,99,tarde,humedo,4,56.9,0
A,6594,78.71,,6.13,81,noche,polvoriento,0,40.8,0
A,3559,70.92,2.82,6.44,69,manana,seco,4,45.01,0
B,8846,71.02,4.44,7.15,114,tarde,seco,2,48.38,0
B,8850,71.95,3.09,6.03,40,tarde,humedo,2,40.63,0
A,4144,64.85,4.24,6.24,115,tarde,seco,3,57.71,0
B,6212,70.39,4.43,6.67,135,manana,humedo,2,67.04,0
C,6141,65.17,,7.08,164,manana,humedo,4,46.16,0
B,200,62.84,4.63,6.38,58,tarde,seco,1,37.63,0
A,5194,56.1,2.8,6.69,62,tarde,polvoriento,1,47.59,0
C,6713,57.4,4.46,5.31,134,tarde,seco,5,46.0,0
